timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672248209763,2545,Requisição HTTP,200,OK,Grupo de Usuários 1-128,text,true,,691,257,25,25,https://api.instantwebtools.net/v1/passenger,2545,0,2290
1672248209775,2554,Requisição HTTP,200,OK,Grupo de Usuários 1-130,text,true,,696,261,24,24,https://api.instantwebtools.net/v1/passenger,2553,0,2325
1672248209782,2589,Requisição HTTP,200,OK,Grupo de Usuários 1-131,text,true,,661,259,23,23,https://api.instantwebtools.net/v1/passenger,2589,0,2338
1672248209789,2607,Requisição HTTP,200,OK,Grupo de Usuários 1-132,text,true,,690,256,22,22,https://api.instantwebtools.net/v1/passenger,2607,0,2355
1672248209797,2617,Requisição HTTP,200,OK,Grupo de Usuários 1-133,text,true,,691,256,21,21,https://api.instantwebtools.net/v1/passenger,2617,0,2369
1672248209805,2617,Requisição HTTP,200,OK,Grupo de Usuários 1-134,text,true,,688,254,20,20,https://api.instantwebtools.net/v1/passenger,2617,0,2383
1672248209817,2643,Requisição HTTP,200,OK,Grupo de Usuários 1-136,text,true,,659,257,19,19,https://api.instantwebtools.net/v1/passenger,2643,0,2393
1672248209810,2673,Requisição HTTP,200,OK,Grupo de Usuários 1-135,text,true,,657,255,18,18,https://api.instantwebtools.net/v1/passenger,2673,0,2423
1672248209824,2680,Requisição HTTP,200,OK,Grupo de Usuários 1-137,text,true,,657,255,17,17,https://api.instantwebtools.net/v1/passenger,2680,0,2430
1672248209768,2737,Requisição HTTP,200,OK,Grupo de Usuários 1-129,text,true,,660,258,16,16,https://api.instantwebtools.net/v1/passenger,2737,0,2461
1672248209831,2694,Requisição HTTP,200,OK,Grupo de Usuários 1-138,text,true,,691,257,15,15,https://api.instantwebtools.net/v1/passenger,2694,0,2452
1672248209838,2711,Requisição HTTP,200,OK,Grupo de Usuários 1-139,text,true,,687,253,14,14,https://api.instantwebtools.net/v1/passenger,2711,0,2472
1672248209844,2726,Requisição HTTP,200,OK,Grupo de Usuários 1-140,text,true,,657,255,13,13,https://api.instantwebtools.net/v1/passenger,2726,0,2486
1672248209851,2722,Requisição HTTP,200,OK,Grupo de Usuários 1-141,text,true,,669,256,12,12,https://api.instantwebtools.net/v1/passenger,2722,0,2495
1672248209858,2719,Requisição HTTP,200,OK,Grupo de Usuários 1-142,text,true,,703,256,11,11,https://api.instantwebtools.net/v1/passenger,2719,0,2514
1672248209865,2734,Requisição HTTP,200,OK,Grupo de Usuários 1-143,text,true,,671,256,10,10,https://api.instantwebtools.net/v1/passenger,2734,0,2529
1672248209873,2743,Requisição HTTP,200,OK,Grupo de Usuários 1-144,text,true,,660,258,9,9,https://api.instantwebtools.net/v1/passenger,2743,0,2542
1672248209880,2739,Requisição HTTP,200,OK,Grupo de Usuários 1-145,text,true,,649,256,8,8,https://api.instantwebtools.net/v1/passenger,2739,0,2561
1672248209888,2749,Requisição HTTP,200,OK,Grupo de Usuários 1-146,text,true,,659,257,7,7,https://api.instantwebtools.net/v1/passenger,2749,0,2574
1672248209895,2763,Requisição HTTP,200,OK,Grupo de Usuários 1-147,text,true,,691,257,6,6,https://api.instantwebtools.net/v1/passenger,2763,0,2587
1672248209903,2780,Requisição HTTP,200,OK,Grupo de Usuários 1-148,text,true,,660,258,5,5,https://api.instantwebtools.net/v1/passenger,2780,0,2602
1672248209910,2793,Requisição HTTP,200,OK,Grupo de Usuários 1-149,text,true,,696,261,4,4,https://api.instantwebtools.net/v1/passenger,2793,0,2616
1672248209916,2825,Requisição HTTP,200,OK,Grupo de Usuários 1-150,text,true,,661,259,3,3,https://api.instantwebtools.net/v1/passenger,2825,0,2633
1672248209272,3492,Requisição HTTP,200,OK,Grupo de Usuários 1-58,text,true,,688,254,2,2,https://api.instantwebtools.net/v1/passenger,3492,0,3298
1672248209711,3364,Requisição HTTP,200,OK,Grupo de Usuários 1-121,text,true,,657,255,1,1,https://api.instantwebtools.net/v1/passenger,3364,0,2724
